title,company,location,is_remote,job_type,date_posted,job_url_direct,site,job_url,min_amount,max_amount,interval,currency
"Principal ML Systems Engineer, Data Platform (Autonomous Vehicles)",General Motors (GM),"Austin, TX, US",False,fulltime,2026-05-26,https://generalmotors.wd5.myworkdayjobs.com/en-US/Careers_GM/job/Austin-Texas-United-States-of-America/Principal-ML-Systems-Engineer--Data-Platform--Autonomous-Vehicles-_JR-202611152,indeed,https://www.indeed.com/viewjob?jk=0af5ba1d299d1a71,233400.0,339650.0,yearly,USD
Sales Engineer - Data Centers,Generac Power Systems,"Ashburn, VA, US",True,fulltime,2026-05-26,https://generac.wd5.myworkdayjobs.com/External/job/Denver-CO---USA/Sales-Engineer---Data-Centers_JR9685,indeed,https://www.indeed.com/viewjob?jk=a53d9dd9e5987ef4,,,,
"Systems Engineer, Integrations (Data and Systems)",Fivetran,"Oakland, CA, US",True,fulltime,2026-05-26,https://grnh.se/lytm99un3us,indeed,https://www.indeed.com/viewjob?jk=22bbdb2b7d3507ad,126533.0,151846.0,yearly,USD
Data Center Critical Facilities Engineer,Equinix,"Ashburn, VA, US",False,fulltime,2026-05-26,https://careers.equinix.com/jobs/data-center-critical-facilities-engineer-ashburn-virginia-united-states-3ba2b09e-24f7-4e0f-8e12-b0513f88d082,indeed,https://www.indeed.com/viewjob?jk=46302ec5b7c9f3be,67400.0,101000.0,yearly,USD
Senior Data Engineer,DRAGOS,US,True,,2026-05-26,https://job-boards.greenhouse.io/dragos/jobs/5181347008,indeed,https://www.indeed.com/viewjob?jk=faae035fcb12cc01,,,yearly,USD
Mid-Level Data Visualization Engineer,DMI,"Washington, DC, US",False,fulltime,2026-05-26,https://careers-dminc.icims.com/jobs/28748/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,indeed,https://www.indeed.com/viewjob?jk=4750e47f4a57b663,,,,
Data Engineer,Core4ce,"McLean, VA, US",False,fulltime,2026-05-26,https://jobs.silkroad.com/Core4ce/Careers/jobs/1287,indeed,https://www.indeed.com/viewjob?jk=c796145e1bb3c3c7,,,,
Lead Data Engineer,Coca Cola Southwest Beverages,"Dallas, TX, US",False,,2026-05-26,https://conaservices.jobs2web.com/southwest/job/Dallas-Lead-Data-Engineer-TX-75240/1368098700/?feedId=331200&utm_source=Indeed&utm_campaign=CONA_Indeed,indeed,https://www.indeed.com/viewjob?jk=44c87c0ec60a5a8a,,,,
Senior Data Engineer - Cloud Data Platform,Charles Schwab,"Austin, TX, US",False,,2026-05-26,https://www.schwabjobs.com/job/austin/senior-data-engineer-cloud-data-platform/33727/95586658528,indeed,https://www.indeed.com/viewjob?jk=de80a4e1ea3c7456,140000.0,170000.0,yearly,USD
Data & AI Solutions Evangelist – Microsoft Focus (Client Enablement | Technical Evangelism | Technical Marketing Engineer),Cerium Networks,"Boise, ID, US",True,,2026-05-26,https://recruiting.paylocity.com/Recruiting/Jobs/Details/4200920/Cerium-Networks-Inc/Data-AI-Solutions-Evangelist-Microsoft-Focus-Client-Enablement-Technical-Evangelism-Technical-Marketing-Engineer?source=Indeed_Feed,indeed,https://www.indeed.com/viewjob?jk=6688f3b608104cab,100000.0,125000.0,yearly,USD
Lead Data Engineer,Blue Cross and Blue Shield of Kansas City,"Remote, US",True,fulltime,2026-05-26,https://bcbskc.wd1.myworkdayjobs.com/en-US/BCBS_External_Career_Site/job/Remote/Lead-Data-Engineer_R6879,indeed,https://www.indeed.com/viewjob?jk=122b3bfb98e47121,,,,
Stack Data Analysis Engineer,Bloom Energy,"San Jose, CA, US",False,fulltime,2026-05-26,https://bloomenergy.wd1.myworkdayjobs.com/en-US/BloomEnergyCareers/job/San-Jose-California/Stack-Data-Analysis-Engineer_JR-22585,indeed,https://www.indeed.com/viewjob?jk=bca569715d5ac84e,95100.0,136900.0,yearly,USD
"Senior Analytics Engineer, People Data",Anduril,"Costa Mesa, CA, US",False,fulltime,2026-05-26,https://grnh.se/x7yyiq717us,indeed,https://www.indeed.com/viewjob?jk=d5886aefde3a2ed5,166000.0,220000.0,yearly,USD
"Senior Data Platform Engineer, Enterprise Data & Analytics",Always Compassionate Health,"Melville, NY, US",False,fulltime,2026-05-26,https://alwayscompassionate.wd1.myworkdayjobs.com/ACHomeCare/job/MelvilleNY/Senior-Data-Platform-Engineer--Enterprise-Data---Analytics_JR102621,indeed,https://www.indeed.com/viewjob?jk=e602a7ae37682d44,,,yearly,USD
Big Data Engineer,Allruva Technology Services,"Irving, TX, US",False,contract,2026-05-26,https://allruva.com/careers/,indeed,https://www.indeed.com/viewjob?jk=a3fc6d4b0669cc2e,,,,
"Principal Engineer - Data and Infrastructure, Remote","Aledade, Inc.","Remote, US",True,fulltime,2026-05-26,https://jobs.lever.co/aledade/e9636a60-5455-4a52-afed-eeadb50424cd?lever-source=Indeed,indeed,https://www.indeed.com/viewjob?jk=6997b480eda131cb,,,,
"Senior Software Development Engineer, SDK & Cloud Data Platform Engineering",Adobe,"San Jose, CA, US",False,fulltime,2026-05-26,https://careers.adobe.com/us/en/job/ADOBUSR166590EXTERNALENUS/Senior-Software-Development-Engineer-SDK-Cloud-Data-Platform-Engineering?utm_source=indeed&utm_medium=phenom-feeds,indeed,https://www.indeed.com/viewjob?jk=0598fb15bc37ffc4,218200.0,331050.0,yearly,USD
Data Engineer,Accenture Federal Services,"Alexandria, VA, US",False,,2026-05-26,https://grnh.se/x7jne3s76us,indeed,https://www.indeed.com/viewjob?jk=7a04b2c788921cf2,116900.0,243100.0,yearly,USD
Data Engineer,Accenture Federal Services,"Alexandria, VA, US",False,,2026-05-26,https://grnh.se/wipu3f996us,indeed,https://www.indeed.com/viewjob?jk=ab0e8a2e6439b432,86400.0,176200.0,yearly,USD
Senior Data Engineer - Lakehouse (Remote),ASRC Federal,"Reston, VA, US",True,fulltime,2026-05-26,https://jobs.dayforcehcm.com/en-US/asrcfh/CANDIDATEPORTAL/jobs/23600,indeed,https://www.indeed.com/viewjob?jk=7fa508ed4dd7d56f,,,,
Senior Data Engineer,A-TEK Inc,"Washington, DC, US",True,,2026-05-26,https://grnh.se/4xvlk9jq8us,indeed,https://www.indeed.com/viewjob?jk=fdcddba2d97d56f1,160000.0,170000.0,yearly,USD
Senior Data Engineer (5307),,"Arlington, VA, US",False,,2026-05-26,https://grnh.se/ri8srijn3us,indeed,https://www.indeed.com/viewjob?jk=0b033c6ba33bc0f0,125000.0,180000.0,yearly,USD
